86.132812	-68.257607
172.265625	-68.917221
258.398438	-68.680832
344.531250	-69.541786
430.664062	-69.987152
516.796875	-71.342896
602.929688	-73.025803
689.062500	-74.257393
775.195312	-74.898552
861.328125	-74.014214
947.460938	-73.791191
1033.593750	-73.940773
1119.726562	-74.773598
1205.859375	-75.241226
1291.992188	-76.396828
1378.125000	-77.320755
1464.257812	-77.353111
1550.390625	-77.773026
1636.523438	-78.652664
1722.656250	-78.707893
1808.789062	-79.037079
1894.921875	-79.338135
1981.054688	-79.995277
2067.187500	-80.046783
2153.320312	-79.667953
2239.453125	-79.394318
2325.585938	-80.127815
2411.718750	-80.622581
2497.851562	-80.889275
2583.984375	-80.931427
2670.117188	-81.730797
2756.250000	-81.866745
2842.382812	-81.826782
2928.515625	-80.880043
3014.648438	-80.716850
3100.781250	-81.545822
3186.914062	-81.630592
3273.046875	-81.796860
3359.179688	-81.885117
3445.312500	-82.082581
3531.445312	-81.967003
3617.578125	-82.146378
3703.710938	-82.241074
3789.843750	-82.217323
3875.976562	-82.389099
3962.109375	-82.455421
4048.242188	-82.735321
4134.375000	-82.919838
4220.507812	-83.503044
4306.640625	-83.771072
4392.773438	-83.338264
4478.906250	-83.393295
4565.039062	-82.961258
4651.171875	-83.612358
4737.304688	-83.887894
4823.437500	-83.843857
4909.570312	-83.441666
4995.703125	-83.438576
5081.835938	-83.481773
5167.968750	-82.981865
5254.101562	-83.172821
5340.234375	-82.910439
5426.367188	-82.447685
5512.500000	-82.140358
5598.632812	-81.809990
5684.765625	-82.221474
5770.898438	-83.277573
5857.031250	-83.829826
5943.164062	-84.058876
6029.296875	-83.986481
6115.429688	-84.049843
6201.562500	-84.657875
6287.695312	-84.993431
6373.828125	-85.099564
6459.960938	-85.499474
6546.093750	-85.105896
6632.226562	-85.092125
6718.359375	-85.117737
6804.492188	-85.206429
6890.625000	-84.916756
6976.757812	-84.765167
7062.890625	-85.003197
7149.023438	-84.802620
7235.156250	-84.729057
7321.289062	-84.272057
7407.421875	-84.640862
7493.554688	-84.632431
7579.687500	-84.732056
7665.820312	-84.792999
7751.953125	-84.758217
7838.085938	-84.905968
7924.218750	-85.096802
8010.351562	-85.518768
8096.484375	-86.631874
8182.617188	-86.870773
8268.750000	-86.743515
8354.882812	-86.610092
8441.015625	-86.566063
8527.148438	-86.753960
8613.281250	-87.216637
8699.414062	-86.736137
8785.546875	-86.780457
8871.679688	-86.787025
8957.812500	-86.419884
9043.945312	-86.257645
9130.078125	-86.260017
9216.210938	-85.810913
9302.343750	-86.114426
9388.476562	-85.729332
9474.609375	-85.293579
9560.742188	-85.564598
9646.875000	-85.874168
9733.007812	-86.599419
9819.140625	-86.883347
9905.273438	-86.922188
9991.406250	-87.522964
10077.539062	-87.695724
10163.671875	-87.561775
10249.804688	-87.802269
10335.937500	-88.238235
10422.070312	-88.050041
10508.203125	-87.237343
10594.335938	-87.365685
10680.468750	-87.595253
10766.601562	-87.874969
10852.734375	-87.713852
10938.867188	-87.426147
11025.000000	-87.386002
11111.132812	-86.932388
11197.265625	-86.125633
11283.398438	-85.829239
11369.531250	-85.848511
11455.664062	-85.643646
11541.796875	-85.859238
11627.929688	-85.748741
11714.062500	-85.973442
11800.195312	-86.663773
11886.328125	-87.279160
11972.460938	-86.979004
12058.593750	-87.480118
12144.726562	-87.484573
12230.859375	-87.578552
12316.992188	-88.230507
12403.125000	-89.014824
12489.257812	-88.432259
12575.390625	-87.683052
12661.523438	-87.194756
12747.656250	-87.512512
12833.789062	-86.850456
12919.921875	-86.754265
13006.054688	-86.409531
13092.187500	-85.709541
13178.320312	-85.939049
13264.453125	-85.685875
13350.585938	-85.544975
13436.718750	-86.070518
13522.851562	-85.739044
13608.984375	-85.827438
13695.117188	-86.235863
13781.250000	-86.996826
13867.382812	-87.162529
13953.515625	-86.916725
14039.648438	-86.913383
14125.781250	-86.698013
14211.914062	-87.283134
14298.046875	-87.879257
14384.179688	-87.290337
14470.312500	-87.000008
14556.445312	-86.797188
14642.578125	-86.572365
14728.710938	-86.238998
14814.843750	-85.774094
14900.976562	-84.711525
14987.109375	-82.973480
15073.242188	-84.063278
15159.375000	-85.026588
15245.507812	-84.977348
15331.640625	-85.110695
15417.773438	-85.047569
15503.906250	-85.497810
15590.039062	-85.625237
15676.171875	-86.205116
15762.304688	-86.359009
15848.437500	-87.083023
15934.570312	-87.460182
16020.703125	-87.026405
16106.835938	-86.580559
16192.968750	-86.689423
16279.101562	-86.070953
16365.234375	-85.898766
16451.367188	-85.757011
16537.500000	-85.553528
16623.632812	-85.303093
16709.765625	-84.626816
16795.898438	-84.695007
16882.031250	-84.859474
16968.164062	-85.178398
17054.296875	-85.403694
17140.429688	-85.745415
17226.562500	-90.597832
17312.695312	-104.175896
17398.828125	-117.860573
17484.960938	-119.713921
17571.093750	-119.995918
17657.226562	-120.041649
17743.359375	-119.897163
17829.492188	-120.345413
17915.625000	-120.479050
18001.757812	-120.319260
18087.890625	-120.381531
18174.023438	-119.944252
18260.156250	-120.196648
18346.289062	-120.444572
18432.421875	-120.371590
18518.554688	-120.383049
18604.687500	-120.088669
18690.820312	-120.468109
18776.953125	-120.381752
18863.085938	-119.918678
18949.218750	-120.236046
19035.351562	-120.320824
19121.484375	-120.594917
19207.617188	-120.611252
19293.750000	-120.705185
19379.882812	-120.559654
19466.015625	-121.069489
19552.148438	-120.554108
19638.281250	-120.585464
19724.414062	-120.782600
19810.546875	-120.267036
19896.679688	-120.330467
19982.812500	-120.477287
20068.945312	-120.399963
20155.078125	-120.061020
20241.210938	-120.284218
20327.343750	-120.572449
20413.476562	-120.594910
20499.609375	-120.321510
20585.742188	-120.599213
20671.875000	-119.965927
20758.007812	-120.096870
20844.140625	-120.210503
20930.273438	-120.145172
21016.406250	-120.249016
21102.539062	-120.297775
21188.671875	-120.049675
21274.804688	-119.984871
21360.937500	-120.106911
21447.070312	-120.833359
21533.203125	-120.296906
21619.335938	-120.273529
21705.468750	-120.652359
21791.601562	-120.381691
21877.734375	-120.432350
21963.867188	-120.859688
