growl
0.0,-7.428307474
86.1328125,-5.41588841438
172.265625,-5.03760791653
258.3984375,-5.53840049147
344.53125,-5.6793830394
430.6640625,-4.78563432196
516.796875,-5.10563370765
602.9296875,-5.40348736952
689.0625,-6.06115695909
775.1953125,-7.34461432993
861.328125,-8.80981545895
947.4609375,-9.69695618896
1033.59375,-10.0152951743
1119.7265625,-9.65987044439
1205.859375,-9.07708243035
1291.9921875,-8.52876743586
1378.125,-8.04805465881
1464.2578125,-8.31840590737
1550.390625,-9.15347382143
1636.5234375,-9.42362854694
1722.65625,-9.90993631588
1808.7890625,-9.25071068594
1894.921875,-9.15497649116
1981.0546875,-9.51559378322
2067.1875,-9.67049353251
2153.3203125,-11.1463915235
2239.453125,-12.3652958324
2325.5859375,-12.847976982
2411.71875,-12.9304541572
2497.8515625,-12.632435525
2583.984375,-13.1775539748
2670.1171875,-14.0873145617
2756.25,-14.7976054442
2842.3828125,-15.3086650507
2928.515625,-15.6749757282
3014.6484375,-15.0784460234
3100.78125,-14.6820456179
3186.9140625,-14.8610101993
3273.046875,-14.9456399315
3359.1796875,-13.9942680527
3445.3125,-13.1722822465
3531.4453125,-12.5724689003
3617.578125,-12.2087069131
3703.7109375,-11.8690927231
3789.84375,-12.8451939186
3875.9765625,-14.5012816018
3962.109375,-15.7675732289
4048.2421875,-15.3473718308
4134.375,-13.9487882598
4220.5078125,-12.7984193559
4306.640625,-12.5009290252
4392.7734375,-13.2947916146
4478.90625,-15.2827703719
4565.0390625,-16.4648074359
4651.171875,-16.5184704417
4737.3046875,-16.9045548688
4823.4375,-17.2825939993
4909.5703125,-17.7230359944
4995.703125,-18.4323403118
5081.8359375,-19.1165604162
5167.96875,-19.7242703053
5254.1015625,-20.2426676909
5340.234375,-19.7937745311
5426.3671875,-18.2446153216
5512.5,-17.9542369873
5598.6328125,-19.5523444151
5684.765625,-18.953233277
5770.8984375,-18.1007665291
5857.03125,-18.0921074104
5943.1640625,-17.8846754116
6029.296875,-16.8726608297
6115.4296875,-16.7399192872
6201.5625,-16.5538520346
6287.6953125,-16.3220956618
6373.828125,-16.7884287298
6459.9609375,-17.3411969152
6546.09375,-16.8798920561
6632.2265625,-16.7308353167
6718.359375,-17.4298041394
6804.4921875,-18.0367468768
6890.625,-18.0509639418
6976.7578125,-17.3751451667
7062.890625,-16.6435284106
7149.0234375,-16.4864534805
7235.15625,-15.6582105165
7321.2890625,-15.9441873217
7407.421875,-15.4985238372
7493.5546875,-15.8521171618
7579.6875,-16.5426529566
7665.8203125,-16.7431826282
7751.953125,-17.1514507409
7838.0859375,-17.194938182
7924.21875,-17.3075688741
8010.3515625,-18.4470620405
8096.484375,-20.7625034836
8182.6171875,-23.9507999337
8268.75,-24.5509763169
8354.8828125,-25.6939168972
8441.015625,-24.4095157912
8527.1484375,-23.8220641403
8613.28125,-22.4068313467
8699.4140625,-21.1874730945
8785.546875,-21.1312310495
8871.6796875,-20.5478970976
8957.8125,-19.0480008358
9043.9453125,-18.819328435
9130.078125,-19.1260194946
9216.2109375,-18.9790990606
9302.34375,-18.7249841437
9388.4765625,-18.2076409279
9474.609375,-18.3015316352
9560.7421875,-17.6213747323
9646.875,-17.3028742285
9733.0078125,-19.0471660166
9819.140625,-19.570666881
9905.2734375,-19.220379768
9991.40625,-19.7327506576
10077.5390625,-21.0154537384
10163.671875,-21.0773651132
10249.8046875,-21.6240861211
10335.9375,-22.2047180798
10422.0703125,-22.3016094537
10508.203125,-22.3085551046
10594.3359375,-21.9390903247
10680.46875,-21.4999551666
10766.6015625,-21.9810017099
10852.734375,-21.4293618149
10938.8671875,-20.8746023805
11025.0,-21.3036198112
11111.1328125,-21.4623239259
11197.265625,-21.3250933632
11283.3984375,-20.7975412862
11369.53125,-21.3342834265
